"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",2,2,3039603,18,13,"__amd_rocclr_copyBuffer",18,188929988740895,188929988743935,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,19,13,"__amd_rocclr_copyBuffer",19,188930020930165,188930020935605,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,20,13,"__amd_rocclr_copyBuffer",20,188930021308688,188930021312088,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,21,13,"__amd_rocclr_copyBuffer",21,188930021336099,188930021339459,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,22,13,"__amd_rocclr_copyBuffer",22,188930023732044,188930023735284,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,23,13,"__amd_rocclr_copyBuffer",23,188930023757405,188930023760485,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,24,13,"__amd_rocclr_copyBuffer",24,188930023809442,188930023812522,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,25,13,"__amd_rocclr_copyBuffer",25,188930054672178,188930054677618,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,26,13,"__amd_rocclr_copyBuffer",26,188930055049436,188930055052876,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,27,13,"__amd_rocclr_copyBuffer",27,188930055075402,188930055078682,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,28,13,"__amd_rocclr_copyBuffer",28,188930057704601,188930057707921,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,29,13,"__amd_rocclr_copyBuffer",29,188930057728704,188930057731624,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,30,13,"__amd_rocclr_copyBuffer",30,188930057783534,188930057786574,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,31,13,"__amd_rocclr_copyBuffer",31,188930089265407,188930089270687,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,32,13,"__amd_rocclr_copyBuffer",32,188930089666295,188930089677975,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,33,13,"__amd_rocclr_copyBuffer",33,188930089702053,188930089705373,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,34,13,"__amd_rocclr_copyBuffer",34,188930092618214,188930092621614,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,35,13,"__amd_rocclr_copyBuffer",35,188930092644962,188930092648122,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,36,13,"__amd_rocclr_copyBuffer",36,188930130030651,188930130035451,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,37,13,"__amd_rocclr_copyBuffer",37,188930130404656,188930130408576,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,38,13,"__amd_rocclr_copyBuffer",38,188930130431997,188930130435077,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,39,13,"__amd_rocclr_copyBuffer",39,188930132861272,188930132864672,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,40,13,"__amd_rocclr_copyBuffer",40,188930132885909,188930132888709,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,41,13,"__amd_rocclr_copyBuffer",41,188930132937353,188930132940553,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,42,13,"__amd_rocclr_copyBuffer",42,188930169343153,188930169348633,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,43,13,"__amd_rocclr_copyBuffer",43,188930169743808,188930169747448,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,44,13,"__amd_rocclr_copyBuffer",44,188930169770677,188930169773997,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,45,13,"__amd_rocclr_copyBuffer",45,188930172223269,188930172226629,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,46,13,"__amd_rocclr_copyBuffer",46,188930172247167,188930172250127,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,47,13,"__amd_rocclr_copyBuffer",47,188930172315005,188930172318285,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,48,13,"__amd_rocclr_copyBuffer",48,188930211141576,188930211146936,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,49,13,"__amd_rocclr_copyBuffer",49,188930211545880,188930211549440,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,50,13,"__amd_rocclr_copyBuffer",50,188930211573039,188930211575879,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,51,13,"__amd_rocclr_copyBuffer",51,188930214079004,188930214081844,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,52,13,"__amd_rocclr_copyBuffer",52,188930214103741,188930214106261,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,53,13,"__amd_rocclr_copyBuffer",53,188930214156766,188930214159606,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,54,13,"__amd_rocclr_copyBuffer",54,188930252848336,188930252852176,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,55,13,"__amd_rocclr_copyBuffer",55,188930253316760,188930253320040,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,56,13,"__amd_rocclr_copyBuffer",56,188930253343084,188930253346084,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,57,13,"__amd_rocclr_copyBuffer",57,188930256101156,188930256103756,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,58,13,"__amd_rocclr_copyBuffer",58,188930256126367,188930256129087,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,59,13,"__amd_rocclr_copyBuffer",59,188930294766614,188930294769974,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,60,13,"__amd_rocclr_copyBuffer",60,188930295198764,188930295202283,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,61,13,"__amd_rocclr_copyBuffer",61,188930295226109,188930295228869,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,62,13,"__amd_rocclr_copyBuffer",62,188930297792070,188930297795030,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,63,13,"__amd_rocclr_copyBuffer",63,188930297816751,188930297818991,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,64,13,"__amd_rocclr_copyBuffer",64,188930297868022,188930297870662,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,65,13,"__amd_rocclr_copyBuffer",65,188930342982880,188930342986800,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,66,13,"__amd_rocclr_copyBuffer",66,188930343380809,188930343383729,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,67,13,"__amd_rocclr_copyBuffer",67,188930343407907,188930343410787,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,68,13,"__amd_rocclr_copyBuffer",68,188930345939840,188930345942480,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,69,13,"__amd_rocclr_copyBuffer",69,188930345964479,188930345967079,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,70,13,"__amd_rocclr_copyBuffer",70,188930346046562,188930346049162,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,71,13,"__amd_rocclr_copyBuffer",71,188930389884030,188930389887910,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,72,13,"__amd_rocclr_copyBuffer",72,188930390345296,188930390348296,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,73,13,"__amd_rocclr_copyBuffer",73,188930390372114,188930390375074,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,74,13,"__amd_rocclr_copyBuffer",74,188930392940187,188930392942747,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,75,13,"__amd_rocclr_copyBuffer",75,188930392964279,188930392966759,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,76,13,"__amd_rocclr_copyBuffer",76,188930393018031,188930393020671,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,77,13,"__amd_rocclr_copyBuffer",77,188930433243225,188930433246905,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,78,13,"__amd_rocclr_copyBuffer",78,188930433614985,188930433617945,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,79,13,"__amd_rocclr_copyBuffer",79,188930433641968,188930433644808,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,80,13,"__amd_rocclr_copyBuffer",80,188930436185970,188930436188530,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,81,13,"__amd_rocclr_copyBuffer",81,188930436211397,188930436213917,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,82,13,"__amd_rocclr_copyBuffer",82,188930474729477,188930474732757,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,0,3039603,83,4,"__amd_rocclr_fillBufferAligned",83,188998577402531,188998577580531,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",1,0,3039603,84,4,"__amd_rocclr_fillBufferAligned",84,188998590094092,188998590125212,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",1,0,3039603,85,4,"__amd_rocclr_fillBufferAligned",85,188998613332083,188998613338283,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",1,0,3039603,86,4,"__amd_rocclr_fillBufferAligned",86,188998613887243,188998613920443,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,87,13,"__amd_rocclr_copyBuffer",87,189001191536063,189001191542343,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,88,13,"__amd_rocclr_copyBuffer",88,189001191582131,189001191586691,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,89,13,"__amd_rocclr_copyBuffer",89,189001191620400,189001191625160,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,90,13,"__amd_rocclr_copyBuffer",90,189001191653453,189001191657853,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,91,13,"__amd_rocclr_copyBuffer",91,189001191686121,189001191691241,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,92,13,"__amd_rocclr_copyBuffer",92,189001192270277,189001192275437,0,0,16,0,128,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3039603,93,13,"__amd_rocclr_copyBuffer",93,189001192364758,189001192370278,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,94,27,"void rms_norm_f32<1024, false, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",94,189001193367207,189001193374327,0,0,16,0,128,1024,1,1,2048,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,95,178,"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",95,189001203969827,189001203977307,0,0,16,0,128,128,1,1,1024,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,96,183,"scale_f32(float const*, float*, float, float, long)",96,189001204282459,189001204286459,0,0,8,0,128,256,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,97,218,"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",97,189001207180638,189001207186838,0,0,16,0,128,256,1,1,256,96,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,98,238,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",98,189001207825212,189001207831292,0,0,16,0,128,256,1,1,2048,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,99,422,"void mul_mat_vec_q<(ggml_type)14, 2, false, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",99,189001219787780,189001219838580,0,0,40,0,128,32,1,1,262144,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,100,510,"void concat_non_cont<unsigned int, 0>(char const*, char const*, char*, long, long, long, long, unsigned long, unsigned long, unsigned long, unsigned long, long, long, long, long, unsigned long, unsigned long, unsigned long, unsigned long, long, long, long, long, unsigned long, unsigned long, unsigned long, unsigned long)",100,189001221804545,189001221828825,0,0,16,0,128,256,1,1,2097152,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,101,534,"void cpy_scalar<&(void cpy_1_scalar<float, float>(char const*, char*))>(char const*, char*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)",101,189001223976361,189001223986481,0,0,32,0,128,64,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,102,183,"scale_f32(float const*, float*, float, float, long)",102,189001224030926,189001224041046,0,0,8,0,128,256,1,1,524288,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,103,218,"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",103,189001224074996,189001224090636,0,0,16,0,128,256,1,1,256,2048,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,104,585,"void ssm_conv_f32<false, 128ul, 4ul>(float const*, float const*, float const*, int, int, int, int, float*, int, int, int, long)",104,189001224968752,189001224974312,0,0,24,0,128,128,1,1,128,64,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,105,608,"void unary_op_kernel<&(op_silu(float)), float>(float const*, float*, int)",105,189001227876229,189001227879749,0,0,16,0,128,256,1,1,16384,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,106,20,"void l2_norm_f32<32>(float const*, float*, int, long, long, long, float)",106,189001227920852,189001227927292,0,0,8,0,128,32,1,1,512,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,107,20,"void l2_norm_f32<32>(float const*, float*, int, long, long, long, float)",107,189001227959805,189001227964605,0,0,8,0,128,32,1,1,512,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,108,238,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",108,189001227999204,189001228003884,0,0,16,0,128,256,1,1,2048,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,109,422,"void mul_mat_vec_q<(ggml_type)14, 2, false, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",109,189001228009911,189001228018471,0,0,40,0,128,32,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,110,156,"void k_bin_bcast<&(op_add(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",110,189001228056453,189001228061173,0,0,16,0,128,16,2,1,16,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,111,643,"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",111,189001228093011,189001228097531,0,0,8,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,112,178,"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",112,189001228129571,189001228133811,0,0,16,0,128,16,2,1,16,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,113,238,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",113,189001228165411,189001228169691,0,0,16,0,128,256,1,1,2048,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,114,422,"void mul_mat_vec_q<(ggml_type)14, 2, false, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",114,189001228175914,189001228184354,0,0,40,0,128,32,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,115,614,"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",115,189001228219025,189001228222545,0,0,8,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,116,661,"void gated_delta_net_cuda<128, false, false>(float const*, float const*, float const*, float const*, float const*, float const*, float*, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float, int)",116,189001229550120,189001229563320,0,0,40,0,128,32,4,1,1024,4,32
"KERNEL_DISPATCH","Agent 1",3,3,3039603,117,13,"__amd_rocclr_copyBuffer",117,189001229610354,189001229617514,0,0,16,0,128,512,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,118,24,"void rms_norm_f32<256, false, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",118,189001229653672,189001229657992,0,0,16,0,128,256,1,1,8192,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,119,178,"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",119,189001229688127,189001229693207,0,0,16,0,128,64,2,1,64,32,2
"KERNEL_DISPATCH","Agent 1",3,3,3039603,120,238,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",120,189001229723538,189001229727578,0,0,16,0,128,256,1,1,2048,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,121,422,"void mul_mat_vec_q<(ggml_type)14, 2, false, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",121,189001229735038,189001229766798,0,0,40,0,128,32,1,1,131072,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,122,608,"void unary_op_kernel<&(op_silu(float)), float>(float const*, float*, int)",122,189001229799428,189001229802908,0,0,16,0,128,256,1,1,8192,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,123,178,"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",123,189001229831548,189001229835388,0,0,16,0,128,128,1,1,4096,1,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,124,238,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",124,189001229872090,189001229876290,0,0,16,0,128,256,1,1,4096,2,1
"KERNEL_DISPATCH","Agent 1",3,3,3039603,125,422,"void mul_mat_vec_q<(ggml_type)14, 2, false, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",125,189001229881698,189001229908938,0,0,40,0,128,32,1,1,65536,1,1
